;text
3267;BESLAN, Russia - Armed militants with explosives strapped to their bodies stormed a Russian school in a region bordering Chechnya on Wednesday, corralling hundreds of hostages - many of them children - into a gymnasium and threatening to blow up the building if surrounding Russian troops attacked. At least two people were killed, including a school parent...
3268;"AP - Oklahoma coach Bob Stoops could get the blowout victory his Sooners need Saturday without any regrettable decisions. No. 2 Oklahoma has never lost to Baylor, winning the last five years by an average margin of 38 points. They will need to do that  #151; and maybe more  #151; to make a good impression on the poll voters."
3269;AP - On the day one of the worst defeats in Atlanta Falcons history, Jim Mora used jokes and compassion as medicine for his players' wounded psyches. Mora's assistant coaches were meeting with the players to review Sunday's 56-10 loss to the Kansas City Chiefs at the same time Mora met with reporters.
3270;Forbes.com - This past summer 25,000 consumers, aged 18 to 24, received short text messages on their cell phones alerting them to numbers on 225 million bottle caps of Snapple iced tea, pink lemonade and the like. People holding a winning number, announced by text message and traditional media, landed overseas trips and walk-on parts on TV shows.
3271;WASHINGTON -- Most of the alleged Al Qaeda and Taliban inmates at the US military prison at Guantanamo Bay, Cuba, are likely to be freed or sent to their home countries for further investigation because many pose little threat and are not providing much valuable intelligence, the facility's deputy commander has said.
3272;FRIDAY COLLEGE BASKETBALL/MEN 7:30 p.m. -- Memphis at Purdue, ESPN2 PRO BASKETBALL 7:30 p.m. -- Celtics vs. Toronto at the FleetCenter, FSN, WWZN (1510) 8 p.m. -- Detroit at San Antonio, ESPN 10:30 p.m. -- Indiana at Sacramento, ESPN BOXING 9:30 p.m. -- Friday Night Fights at Atlantic City: Rocky Juarez vs. Guty Espadas Jr. (featherweights), ESPN2 GOLF 1:30 p.m. ...
3273;AP - Sen. John Kerry's doctors have told him he is cured of the prostate cancer that sidelined him almost two years ago and that there is a slim chance it could recur in the next decade, The New York Times said Sunday in a report based on interviews with the Democratic presidential nominee and several of his physicians.
3274;NEW YORK -- She was out there all alone. A few friends, some well-wishers, a scattering of the curious. But essentially Althea Gibson was soloing on the trail she blazed, and surely she was a curiosity. Her height and long limbs had something to do with it. More so, though, looking down on foes -- many of whom looked down ...
3275;AOL Properties Sign Girafa For Thumbnail Search Images\\Girafa.com Inc. announced today that the CompuServe, Netscape, AIM and ICQ properties of America Online, Inc., have signed an agreement with Girafa to use Girafa's thumbnail search images as an integrated part of their search results.\\Using Girafa's thumbnail search service, search users can ...
3276;"DENVER - Crucial DNA evidence tested by defense experts in the Kobe Bryant sexual assault case might have been contaminated, prosecutors said in a court filing released Wednesday, just two days before jury selection is to begin.    Prosecutors said they had found contamination in DNA ""control"" samples intended to ensure testing was accurate..."
3277;"Last spring, Kris Thorsness got to thinking about her former teammates on the 1984 US Olympic gold-medal winning rowing team. When the team got together before those Games, they put on skits  quot;to break the tension, quot; and Thorsness remembered that the skit she was involved in was about a 20-year reunion. Why not bring it to life? she figured."
3278;A capsule look at the 10 drivers eligible for The Chase for Nextel Cup: 1. Jeff Gordon (5,050 points), No. 24 DuPont Chevrolet, 2004 winnings: \$4,992,175 -- Enters NASCAR's inaugural playoff as points leader after vaulting ahead of Hendrick Motorsports teammate Jimmie Johnson with a third-place finish in last Saturday's Chevy Rock n' Roll 400 at Richmond International Raceway . ...
3279;HOUSTON -- Millions of people around the world are watching baseball's playoffs, some so invested and otherwise enthralled that they'll watch every pitch. As of yesterday morning, four teams were still in the hunt for the World Series, making for four high-end lineups with eyes fixed on bleached-white horsehide and coarse red seams.
3280;"5 LSU at 14 Auburn  3:30 p.m., WUSA-9, WJZ-13 &lt;br&gt;Don't expect a resolution to LSU's quarterback controversy, which pits freshman JaMarcus Russell against senior Marcus Randall. ""My view is that both quarterbacks can be weapons for our team,"" LSU Coach Nick Saban said. No such controversy in Auburn's backfield, where Carnell Williams and Ronnie Brown are both averaging more than 100 rushing yards per game. Hurricane Ivan, of course, is raging in the South. But so is Auburn, which remembers the 31-7 thrashing at the hands of LSU last season. The winner of this game will be the favorite in the SEC West."
3281;Software piracy threatens to rob our cultural pioneers of their incentive to keep bringing us the best in everything they do. Microsoft is committed to preventing piracy from hurting legitimate software users, but by staying informed, you can ensure you're being part of the solution.   -- Microsoft on Software Piracy    Oops. Not taking your own advice is just silly.
3282;"Investor's Business Daily - The oracle of Oracle   seems to have pulled another rabbit out of his hat in his quest to buy rival PeopleSoft  . A majority of PeopleSoft shareholders appeared poised Friday to accept Oracle's offer of  #36;24 per share, though two analysts said it would be close. (Oracle planned to reveal results of its tender offer at about midnight, after press time.)"
3283;NEW DELHI -- India test-launched a nuclear-capable missile able to carry a 1-ton warhead yesterday, the Defense Ministry said. The weapon has a range of up to 1,560 miles -- easily within striking distance of any of India's near neighbors -- and is designed to carry both conventional and nuclear warheads. The Agni II was launched at India's test range ...
3284;"SPACE.com - There are some questions \  that have curdled the brains of hominids ever since they developed the power \  to ponder. Questions like  quot;what is the nature of evil? quot; or  quot;what \  caused the Cambrian explosion? quot; not to mention Freud's famous stumper, \   quot;what does a woman want? quot;"
3285;"GenVec Inc. has suspended human testing of its leading drug, a potential cancer therapy, after a patient died during a study. Its stock closed at \$1.20, down \$1.06. But analysts said the link between the death and the drug has yet to be proved. &lt;BR&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"
3286;Chicago Tribune - In the 1980s, while in jail on Robben Island, Nelson Mandela wrote a letter to the wife of one of his prison guards. In it, he said he respected her husband, Christo Brand, as a man of integrity. But he was concerned that Brand, an Afrikaner, didn't understand the value of education.
3287;"AP - Moments after Texas beat Texas A amp;M, Longhorns coach Mack Brown was busying lobbying for an at-large bid to the Bowl Championship Series. No. 6 Texas (10-1, 7-1 Big 12) guaranteed at least another week of arguing over just who belongs in the BCS, beating Texas A amp;M 26-13 Friday."
3288;"NEW YORK - In a bid to ""reclaim my good life"" and rid her company of a cloud of scandal, Martha Stewart plans to surrender within weeks to begin serving her five-month prison sentence.    Stewart, at a choreographed news conference before a brilliant array of color swatches, said Wednesday she will continue to appeal her conviction - but will head for prison anyway to end what she called a personal nightmare..."
3289;JERUSALEM - Prime Minister Ariel Sharon told senior Cabinet ministers Monday he wants to evacuate all Gaza settlements at one time instead of in three stages, officials said, reflecting a major shift in position.    At a meeting of the Security Cabinet, Sharon and Defense Minister Shaul Mofaz presented their plan to evacuate all 21 Gaza settlements together, the officials said on condition of anonymity...
3290;"washingtonpost.com - The e-mails, often forwarded by friends, vary in wording, but the underlying message is always ominous: Soon, all cell phone numbers will be made public to telemarketing firms. That means, according to one version, that ""your cell phone may start ringing off the hook with telemarketers"" and your precious, limited cell phone minutes will be eaten up with calls you don't want."
3291;Retirement hasn't changed Bobby Ross much. He's waiting for the same pregame goose bumps he always felt in his years of coaching college and pro football. He's reverted to his old coaching habits and is relishing the time spent with his new players, starting at 5:45 a.m. and often putting in 16 or 17 hour days.
3292;Saturn's moon, Enceladus, was discovered two hundred and fifteen years ago today, but the Cassini probe has targeted this icy world for its lunar tour through the Saturnian system.    Astrobiology Magazine -- Two hundred and fifteen years ago today, Sir William Herschel discovered Saturn's moon Enceladus (499 kilometers, 310 miles across)...
3293;Utilizing All the Features of Google Adsense\\Many website owners know that Google's Adsense program is a great way to show targeted ads on your site and make money at the same time. Google offers many features that you may not\know about. Let's take a look at a few of them.\\Colors: ...
3294;After All-Scholastic Matt O'Brien tossed a wayward pass into the arms of Arlington's Neil Rainford in the third quarter, Cambridge could see its season of hope slipping away almost before it had a chance to get started. Rainford returned the pick 50 yards for a touchdown to give Arlington a 14-10 lead over its Greater Boston League rival, ...
3295;LOS ANGELES - Steve Finley's grand slam capped a seven-run rally in the bottom of the ninth inning and the Los Angeles Dodgers won the NL West, beating the San Francisco Giants 7-3 Saturday.    The Dodgers reached the postseason for the first time since making it as the wild card in 1996...
3296;Pharmacists have long been called on by customers to do more than just fill prescriptions. But drugstores, from giants like Rite Aid to smaller regional chains, are looking to expand their counseling programs and boost revenue - a trend that could be bolstered by the prescription-drug benefit that will become available to Medicare enrollees in 2006.
3297;European Space Agency -- 'Consensus on conditions in the cloud of interstellar gas surrounding the Sun from several in-situ observation methods'     Through coordinated observations with instruments on several ESA and NASA spacecraft and a collaborative analysis effort hosted by the International Space Science Institute (ISSI) an international team of scientists has compiled for the first time a consistent set of the physical parameters of helium in the very local interstellar gas cloud the surrounds the solar system.     Careful analysis of data from three complementary observation methods produced a reliable set of physical parameters for the local cloud which can be used to model the interaction between the Sun and the surrounding interstellar gas and establish dimensions of the solar system...
3298;IHURURU, Kenya - When Wangari Maathai got word she had won the 2004 Nobel Peace Prize on Friday, she was campaigning to protect Kenya's forests and distributing food to villagers suffering from drought - the same work she's been doing for decades.    Maathai was in the countryside - just one hill away from her childhood home - when told she had won the \$1.3 million prize, joining a club that includes Nelson Mandela, Kofi Annan and the Dalai Lama...
3299; SEOUL (Reuters) - South Korea is working with its  diplomatic partners to try to hold nuclear talks with North  Korea this month, but recent North Korean comments suggested no  grounds for optimism, the South's foreign minister said on  Friday. There are plans to hold a fourth round of nuclear  negotiations among the two Koreas, the United States, China,  Japan and Russia by the end of September as the countries  agreed at the previous session in June.
3300;AL notables A brown squirrel ran onto the field in the bottom of the third inning at Jacobs Field in Cleveland and ran circles around the Yankees and Indians . After a brief delay, play continued when the squirrel ran out and settled down in center field. Several players smiled at the sight, and the squirrel was still out there ...
3301;SEATTLE -- So, Jason Varitek, we all know you are the de facto captain of the Boston Red Sox. You are the quiet leader of this team, the man who turned a season around by shoving your mitt into the face of Alex Rodriguez, and a man who's got a 15-game hitting streak in the wake of last night's 13-2 ...
3302;"AP - Thrill seekers are plunking down six figures to ride rockets that haven't even been built yet, and a new airline called Virgin Galactic promises to be up and soaring in the next three years. Still, the budding space tourism faces a myriad of safety concerns  #151; in the sky and on the ground  #151; that must be resolved before any paying passenger takes off."
3303;Expired Domain Names - Who's Getting Rich On Them?\\There is an interesting discussion at Cre8asite forums, I hadn't seen before in a search engine related forum about the number of companies that are buying up expired domains and putting Google adsense ads them. Google has a page for domain parking ...
3304;AP - As a kid alone on the Houston playgrounds, Clyde Drexler would imagine he was Dr. J with a championship on the line. But Drexler never dreamed he would be inducted into the Basketball Hall of Fame. Or that the Hall of Famer who would present him at the ceremonies Friday would be good friend Julius Erving.
3305;The Motley Fool - If you've ever had the entrepreneurial bug dig its teeth into you, odds are that you might take heart anytime a company's founder steps down and moves on. Granted, sometimes you have instances like Gateway's (NYSE: GTW - News) Ted Waitt and Apple's (Nasdaq: AAPL - News) Steve Jobs in which the originators come back to lead their companies, but that's rarely the case.
3306;"BASEBALL New York (NL): Named Rick Down hitting coach and Tom Nieto catching instructor. BASKETBALL Boston (NBA): Activated G Delonte West from the injured list; placed F Justin Reed on the injured list. Philadelphia (NBA): Activated G Aaron McKie from the inujred list; placed G Kevin Ollie on the injured list."
3307;I'm a Montyphile and damn proud of it. Colin Montgomerie is achingly, valiantly, eternally human . If Monty isn't going to speak, well, he isn't going to speak. I was one of the many brushed off when he shot a frustrating 84 in the rain that horrible Saturday at Muirfield two years ago. But when Monty ...
3308;By LAURAN NEERGAARD    WASHINGTON (AP) -- Peter Cummins lay still as doctors administered 20 injections into the 81-year-old's calves and thighs, hoping the genetic experiment will spur new blood vessels to grow around his clogged leg arteries.    The experiment at the National Institutes of Health marks a resurgence in attempts to get the body to grow its own bypasses, at first in the legs and, if that works, perhaps later in the heart...
3309;PILANESBERG NATIONAL PARK, South Africa -- Ecologist Rudi van Aarde leaned back on a veranda that overlooked dry grasslands and a group of bull elephants, his shoes still dusty from an 8,000-mile tour of game reserves in southern Africa. Van Aarde was on a mission: saving elephants from sanctioned killings.
3310;CHICAGO - Authorities were considering criminal charges Wednesday against the Dave Matthews Band and one of its tour bus drivers for allegedly dumping human waste from a bus into the Chicago River, dousing a tour boat filled with passengers.    The announcement came a day after the state sued the band and driver Stefan Wohl, accusing them of violating state water pollution and public nuisance laws...
3311;WASHINGTON - Many of the nation's scarce remaining flu shots will be shipped directly to pediatricians, nursing homes and other places that care for high-risk patients, under a plan negotiated between the government and maker Aventis Pasteur.    The targeted shipments come as health officials struggle to ensure the people who most need flu shots get them, now that the nation's supply of influenza vaccine has been slashed in half...
3312;Forbes.com - The new Motorola RAZR V3 is such a smack-me-gorgeous sliver of technolust that you want to keep it up to your ear all the time and show it off, telegraphing how indescribably hip-by-association you are to own it. But you don't get to, see, because it works so well with Motorola's new Bluetooth wireless headset, which frees up your hands for less vainglorious activities, like driving.
3313;After many years under the rule of the corrupted government there is a new  hope for Ukraine: the new presidential elections. Among 28 candidates the   2 primary are the opposition candidate Victor Yushchenko (reformer which   served as the Prime Minister in the past and was allegedly poisoned 1 month  before the first tour of the elections) and the government's candidate Victor  Yanukovich (twice convicted in the past of rape and organized robbery,   currently serving as the Prime Minister, having strong ties with mafia clans   and holding in iron fist authorities across Ukraine). 
3314;HOUSTON - Roger Clemens was scratched from Houston's critical regular-season finale against the Colorado Rockies on Sunday after coming down with a stomach virus, missing a chance to help the Astros clinch the NL's wild-card spot.    With a victory over the Rockies or a San Francisco loss at Los Angeles, Houston would clinch the final playoff spot...
3315;In a move as predictable as the sun rising in the east, AMD drew a PR bead on Intel last week and managed to get a small bottle of ink spilled over how it had showed off a dual-core x86 90nm Opteron at its facilities in Austin, Texas on Tuesday.
3316;Google Founders Honored By Marconi Foundation\\Google's founders Sergey Brin and Larry Page, who as Stanford graduate students successfully created the Google search engine, have been named the 2004 Fellows of the Marconi Foundation at Columbia University. The two award winners will join a select cadre of 32 of the world's ...
3317;"The Motley Fool - To coin a phrase: It was the best of product placements. It was the worst of product placements. On Sept. 10, Finnish cell-phone handset maker Nokia (NYSE: NOK - News) will become a major Hollywood action movie star opposite Kim Basinger. Its new Nokia 6600 videophone will get the title role in the film ""Cellular,"" distributed by Time Warner's (NYSE: TWX - News) New Line Cinema, as the heroic phone used by a police officer to track down a kidnapped Ms. Basinger."
3318;"Here is what New York Yankee #39;s catcher, Jorge Posada had to say prior to game six between the Yankees and the Red Sox. PP: Just curious, on the Damon bunt last night, did you think at all about letting it fall and trying to get a double play that way?"
3319;"MacCentral - Blizzard Entertainment on Tuesday shipped World of Warcraft, its first entry into the popular Massively Multiplayer Online Role Playing Game (MMORPG) genre. The game ships in North America, Australia and New Zealand for Mac and PC in both Standard and Collector's Editions for US #36;49.95 and  #36;79.99. Further beta testing will be announced in Europe, Korea and elsewhere in Asia before the games are released in those regions."
3320;In its quest to relive last fall's championship season, St. Mary's defeated Cathedral, 34-14, yesterday to stay unbeaten in the Catholic Central Small at 3-0. The Cathedral defense, which was led by Mackenzie Lane (10 tackles, three quarterback rushes), made an early stand, sending St. Mary's to the sideline after a quick three and out.
3321;NEW YORK - A drop in oil prices and reassuring words from the Federal Reserve sent stocks higher Monday, raising hopes that Wall Street would be able to extend its recent rally.    Investors were cheered by a dip in oil prices, which backed off the \$50 per barrel mark at Friday's close of trading...
3322;MacCentral - Telecommunications company Sprint on Thursday announced that it has certified Apple's Xserve G5 and QuickTime as mobile multimedia delivery platforms for Sprint's own PCS Vision Multimedia Services. This enables content service providers to use Xserve G5 systems and QuickTime to deliver streaming audio and video clips to Sprint customers whose phones support Sprint's new Vision Multimedia Service. The service provides content from CNN, NBC, Fox Sports, The Weather Channel, E! Entertainment, mFlix and other companies. ...
3323;"The Bourne football team has compiled five shutouts and played to a 10-1 record this season behind the mantra:  quot;Respect everybody, fear nobody. quot; That formula becomes harder to live by tomorrow when the Canalmen take on Eastern Athletic Conference champion Bishop Feehan in the Division 2A playoffs at 4 p.m. at Greater New Bedford Vocational High School."
3324;"On the heels of a US indictment of Hamas figures, the State Department issued an updated warning yesterday that Americans in the Middle East and North Africa could be targets of terrorist attacks.  quot;Anti-American violence could include possible terrorist actions against aviation, ground transportation, and maritime interests, quot; the department said. The indictment was unsealed Friday in Chicago against a political ..."
3325;AP - Afraid to stray from home, residents buried the dead in their gardens Saturday as U.S. and Iraqi forces battled pockets of resistance in this former insurgent stronghold, where the American military said 125 rebels were killed and 88 captured in two days of fierce fighting. The American commander declared the operation a successful first step in a major push to wrest key areas from insurgent control before January elections.
3326;DENVER - In a last-minute flurry of accusations before their final debate, John Kerry tried to tie President Bush to record oil prices while the president charged that his Democratic opponent has totally misunderstood the war on terror.    On the way to the debate that will range over domestic issues from the economy to health care, Bush is reaching out to military supporters in Colorado Springs, where the war in Iraq is the chief concern...
3327;A proposed technology for identifying the source of e-mail messages suffered a blow last week when a group within the Internet Engineering Task Force (IETF) established to study the proposal sent it back for more work, citing concerns over vague intellectual property claims made by Microsoft Corp. covering some of the technology.
3328;Apple has begun shipping Logic Express 7, music composition and production software that delivers professional quality audio and MIDI tools at an affordable price of \$299. With new Apple Loops support, software instruments and high-quality effect plug-ins, Logic Express 7 allows musicians to create, record, edit, and mix music. Oct 28
3329;Defensive end Ty Warren , who played behind veteran Bobby Hamilton as a rookie last year and had 33 tackles, has eclipsed that total with 48 stops this season in 12 starts. Throw in a pass deflection, a couple of forced fumbles, and 4 1/2 sacks, and it's been a promising turnaround for the 13th overall pick in ...
3330;Editor and Publisher - NEW YORK The current controversy over the validity of documents pushed in large part by bloggers and purporting to prove that President Bush received special treatment in the National Guard shows that partisan Internet pundits are having a growing impact on mainstream press, for better or worse, according to several newspaper editors.
3331;AP - Hee-Won Han was back atop the leaderboard at the Wendy's Championship for Children. Han, the defending champion and 2002 runner-up, shot an even-par 72 in the third round Saturday to take a two-shot lead. The South Korean had earlier rounds of 66 and 70 at the rain-soaked and muddy Tartan Fields Golf Club and was at 8-under-par 208.
3332;Michael Phelps will attempt a racing schedule nearly as ambitious as what he did at the Olympics. But this time he won't be swimming as far. Six weeks after winning six gold medals and two bronzes in Athens, the 19-year-old will swim six events in a 25-meter pool at the World Short Course Championships that begin today in Indianapolis. Phelps ...
3333;WASHINGTON - The Pentagon is under increasing fire for its handling of the prison abuse investigation, as some retired military officers call for an independent commission to get to the bottom of the four-month-old scandal.    Their appeal came a day before Thursday's hearings by the Senate and House armed services panels, which were reviewing the two latest reports ordered by the Defense Department...
3334;AP - Tiger Woods has put himself in some peculiar positions this year. He has struggled just to make the cut. Tee shots have ricocheted off corporate tents and small children. He has spent Sunday afternoons cleaning out his locker, not standing on the 18th green posing with the trophy.
3335;"Canadian Press - MOSCOW (AP) - In a deal paving the way for future joint ventures, U.S. oil giant ConocoPhillips has won an auction with a bid of nearly  #36;2 billion US for the Russian government's 7.6 per cent stake in Russia's Lukoil - the world's No. #160;2 oil company by reserves."
3336;"CHICAGO -- This cannot be an easy time for Ann Livermore. When Hewlett-Packard Co. (HP) missed Wall Street's earnings expectations late last week, the blame was placed squarely on the shoulders of the Enterprise Servers and Storage Group, one of the divisions she manages. ""Unacceptable"" problems within the group cost HP \$400 million in revenue and \$275 million in operating profit, said HP Chairman and Chief Executive Officer Carly Fiorina just hours before HP announced the sacking of three senior executives within the division."
3337;AP - Brian Ching got another big goal, and the United States received the gift of jewelry. Ching scored just five minutes in on the Americans' first shot, and El Salvador was forced to play a man short after a defender was ejected midway through the first half for wearing a gold chain. Landon Donovan went on to score a second-half goal, and the United States won 2-0 Saturday to move into good position to advance to the regional finals of qualifying for the 2006 World Cup.
3338;By TED BRIDIS    WASHINGTON (AP) -- The government's cybersecurity chief has abruptly resigned after one year with the Department of Homeland Security, confiding to industry colleagues his frustration over what he considers a lack of attention paid to computer security issues within the agency.    Amit Yoran, a former software executive from Symantec Corp...
3339;NEW YORK - Jon Lieber took a shutout into the eighth inning and John Olerud backed him with a two-run homer in the sixth off Pedro Martinez as the Yankees beat the Red Sox 3-1 Wednesday night for a 2-0 lead in their AL championship series rematch. In the National League series opener Wednesday night, Albert Pujols homered early, Larry Walker delivered three key hits and the St...
3340;"The Sporting News - The day after the colossal mess into which his team landed in Detroit, Pacers coach Rick Carlisle paused to say something most in attendance tolerated impatiently. Indiana was preparing to face Orlando, and Carlisle said unprovoked, ""It will be good to see Grant Hill. To me, he is an important athlete. He is a great guy, and to see him out there, it's great."""
3341;BESLAN, Russia - Mothers wailed over the coffins of their children Sunday and dozens of townsmen dug graves in a football field-sized piece of scrubland next to the cemetery. Funeral processions snaked through the streets of this grief-stricken town as Russians began to bury victims of the terror attack on a school that left more than 350 people dead...
3342;As long as the last ember flickered in their fading bonfire of opportunity, the Red Sox planned to keep hope alive. As long as they clung to a faint chance of catching the Yankees for the American League East title, they vowed to play as if they could achieve the unfathomable.
3343;"NEW YORK - Vice President Dick Cheney on Wednesday was stepping up to denounce Democrat John Kerry's ""confusion of conviction"" after President Bush formally won the Republican nomination for a second term in a carefully choreographed GOP convention roll call.    Tuesday night, before a roaring audience of delegates, Bush was lauded by his wife, Laura, and California Gov..."
3344;Yahoo Games and GameSpot Partner for Gaming Content\\Yahoo Games and GameSpot a web source for unbiased gaming information, today announced a partnership through which GameSpot's comprehensive PC and video game content offering will be provided to Yahoo Games users, starting in the first quarter of 2005.\\As video games become increasingly ...
3345;MORGANTOWN, W.Va. -- Ryan Ohliger fondly remembered how he used to come to Mountaineer Field to watch the football games of his big brother, Jon , a former West Virginia kicker. He also remembered how he used to delight in sitting among the leather-lunged West Virginia students who always unleashed a verbal barrage on opposing players.
3346;"By LINDSEY TANNER    CHICAGO (AP) -- Advances in genetic testing are placing strains on the principle of doctor-patient confidentiality, as doctors grapple with whether to tell a patient's relatives when the patient has an inherited disease or mutation that could afflict other members of the family.    In an article in Wednesday's Journal of the American Medical Association, doctors and legal experts argued against imposing a mandatory ""duty to warn"" nonpatients..."
3347;NEW YORK - Stocks drifted lower in extremely light trading Monday as a disappointing consumer income report prompted investors to collect profits after two weeks of gains.    While investors were cheered by the Commerce Department's report of a strong rise in consumer spending for July, growth in incomes was nearly flat...
3348;USATODAY.com - XM Satellite Radio kicks off talk shows today featuring Bob Edwards, the husky-voiced National Public Radio star whose dismissal last spring caused an uproar from loyal listeners, and shock jocks Opie and Anthony, who were silenced two years ago after staging a stunt involving a couple having sex at St. Patrick's Cathedral in New York.
3349;Boston College had been given an early quarterfinal boot from the Big East tournament by the University of Connecticut three weeks ago, but thanks to sophomore back Sam Brill, whose family lives about a mile and a half from BC's home soccer field, it was the Eagles who prevailed by the same score of 1-0 yesterday afternoon in the second ...
3350;"\\""RIYADH, Saudi Arabia (CNN) -- One of Saudi Arabia's most wanted militants has\turned himself into the authorities, the first senior suspect to surrender under\a one-month government amnesty announced last week.""\\""Othman Al-Omari, number 19 on Saudi Arabia's most wanted list of 26, accepted\King Fahd's offer of amnesty, which was made last week, according to Saudi\sources Monday.""\\""Al-Omari, who turned himself in on Sunday night, was a business partner of\Shaban Al Shihri -- the first al Qaeda member to accept the offer when he turned\himself in Friday.""\\When I first saw this I was really upset.  I thought that it would certainly\lead to more violence if they just let terrorists off the ...\\"
3351;"BusinessWeek Online - Hip-hop impresario Russell Simmons took one look at the Motorola  Razr V3 mobile phone and declared it ""hot."" After all, at half an inch thin and just 3.35 oz. -- with the look of a classic straight-edge razor -- the Razr is, well, quite sharp. But what's most remarkable about this svelte pocket pleaser is that it squeezes a video-clip player, zoom camera, and polyphonic speakers into a matchbook-thin frame no wider than a credit card. ""Just like a cool pair of sneakers or a watch, a phone says something about who you are,"" says Simmons in an e-mail. ..."
3352;Google GMail Opens Up to POP\\Google wants us to take it as email portability, but I think it as a surprise package that would lure back even the harshest critics of GMail. Google GMail yesterday added 2 new features in their beta mail service that includes the much-demanded POP support. ...
3353;"LOS ANGELES - ""The Sopranos"" finally whacked its competitors in the best drama category at the Emmy Awards, and a comedy series victory for ratings-starved ""Arrested Development"" proved SOMEBODY was watching - but it was HBO and its record-breaking ""Angels in America"" that fluttered away with the most trophies.    HBO's megahit about a New Jersey mob family collected the best drama Emmy on its fifth try Sunday, and the channel's ""Sex and the City"" and ""Angels in America"" helped cable overshadow the traditional networks..."
3354;JEBALIYA REFUGEE CAMP, Gaza Strip - Israeli soldiers on Saturday shot and killed a Hamas militant whom the military said was responsible for a rocket attack that killed two Israeli preschoolers last week and triggered an army offensive in northern Gaza.    Abed Nabhan, 25, was one of five Palestinians killed Saturday in the continuing Israeli operation in northern Gaza...
3355;NAIROBI, Kenya -- Somalia's parliament passed a motion of no-confidence against the new prime minister and his Cabinet yesterday, an official said, effectively sacking a government that had been expected to restore order to the country after 13 years of anarchy and war. The deputy speaker of the 275-member transitional parliament, Dalhar Omar, said 153 members voted against Prime Minister ...
3356;"    1 Southern California at Stanford  &lt;em&gt;7 p.m., TBS &lt;/em&gt;&lt;br&gt;Not that long ago -- 1999 to 2001 -- Stanford won three straight in this series, but times have changed. All the preseason hype was for USC quarterback Matt Leinart, but he may not even be the best player on his team. Tailback Reggie Bush can, and will, line up just about anywhere. Something must give: USC is averaging 38 points per game; Stanford is allowing just 6.5."
3357;GAUHATI, India - In a shattering series of attacks, suspected separatists hit nine targets - a railroad station and eight markets - with bombs and gunfire across two states in northeastern India on Saturday, killing more than 40 people.    The violence was some of the deadliest to hit this ethnic patchwork region, where more than three dozen insurgent groups have been active - including one of Asia's longest running separatist conflicts, dating to shortly before India gained independence from Britain in 1947...
3358;GMail Fighting Spam with Oomph!\\GMail is already the seventh largest (1 month back) email service with roughly a million users. As and when it goes public, signups will increase exponentially. It will probably relegate Yahoo! Mail to the third spot and occupy the second spot by November next year (with ...
3359;"WASHINGTON - All antidepressants must carry a ""black box"" warning, the government's strongest safety alert, linking the drugs to increased suicidal thoughts and behavior among children and teens taking them, the Food and Drug Administration said Friday.    Because the warnings are primarily seen by doctors, the agency also is creating a medication guide for patients to advise them of the risk..."
3360;AP - Seattle and Miami are among the NBA's four winningest teams so far this season, ranking just behind Phoenix and San Antonio. Yet when the Heat put their 14-game winning streak on the line Monday night against the SuperSonics, Miami won't be looking at the matchup as a potential NBA Finals preview or a measuring stick to see where it ranks against one of the Western Conference's elite clubs.
3361;"FOXBOROUGH -- It began as a punch line for Tom Brady's satellite radio ad.  quot;I thought I was his favorite receiver, quot; David Givens says, as Troy Brown and Deion Branch glance at him askance. Right now, he is. Brady, the Patriots' diplomatic quarterback, likes to say that his favorite receiver is whoever's open. It just happens so far this season ..."
3362;"BRAINTREE Coach: Bill O'Connell (second year). Last year's record: 6-5. Returning starters (7): Steve Arki, FB-LB, 5-11, 185, Sr.; Joe Burbank, WR-DB, 5-10, 170, Sr.; Zach Clark, OL, 6-0, 180, Sr.; Andrew Dominguez, QB-DB, 5-9, 170, Sr.; Pat McGrail, WR-DB, 6-3, 200, Sr.; Dave Wall, WR-DB, 5-11, 160, Sr.; Craig Whitney, OL-DL, 5-8, 190, Jr. Returning lettermen: Too many to ..."
3363;"Bea Arthur sparked a security scare at Logan Airport in Boston this week when she tried to board a Cape Air flight with a pocketknife in her handbag.    The ""Golden Girls"" star, now 81, was flagged by a Transportation Security Administration agent, who discovered the knife - a strict no-no following 9/11.    ""She started yelling that it wasn't hers and said 'The terrorists put it there,' "" a fellow passenger said. ""She kept yelling about the 'terrorists, the terrorists, the terrorists.' ""    After the blade was confiscated, Arthur took a keyring from her bag and told the agent it belonged to the ""terrorists,"" before throwing it at them.  - via philly.com"
3364;AP - The U.S. Commission on Civil Rights voted Friday to wait until after next month's election to discuss a report critical of the Bush administration's civil rights record. Republican members had objected to the report's timing. The report remains posted on the commission's Web site, however, despite objections from GOP commissioners who sought to get it removed.
3365;NEW YORK - Stocks moved slightly higher Friday as investors tried to uncouple share prices from skyrocketing oil costs, helped in afternoon trading by falling oil prices that had earlier reached new highs and flirted with \$50 per barrel.    A barrel of light crude was quoted at \$48.15, down 55 cents, on the New York Mercantile Exchange after hitting a record intraday high earlier in the session at \$49.40...
